country_name,country_code,pop_total,pop_density,GDP,basic_water,safe_water,basic_san,safe_san,C1_School closing_1,C1_School closing_2,C1_School closing_3,C2_Workplace closing_1,C2_Workplace closing_2,C2_Workplace closing_3,C3_Cancel public events_1,C3_Cancel public events_2,C4_Restrictions on gatherings_1,C4_Restrictions on gatherings_2,C4_Restrictions on gatherings_3,C4_Restrictions on gatherings_4,C5_Close public transport_1,C5_Close public transport_2,C6_Stay at home requirements_1,C6_Stay at home requirements_2,C6_Stay at home requirements_3,C7_Restrictions on internal movement_1,C7_Restrictions on internal movement_2,C8_International travel controls_1,C8_International travel controls_2,C8_International travel controls_3,C8_International travel controls_4,E1_Income support_1,E1_Income support_2,E2_Debt/contract relief_1,E2_Debt/contract relief_2,H1_Public information campaigns_1,H1_Public information campaigns_2,H2_Testing policy_1,H2_Testing policy_2,H2_Testing policy_3,H3_Contact tracing_1,H3_Contact tracing_2,H6_Facial Coverings_1,H6_Facial Coverings_2,H6_Facial Coverings_3,H6_Facial Coverings_4,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,pct_fever_weighted,pct_cough_weighted,pct_difficulty_breathing_weighted,pct_fatigue_weighted,pct_stuffy_runny_nose_weighted,pct_aches_muscle_pain_weighted,pct_sore_throat_weighted,pct_chest_pain_weighted,pct_nausea_weighted,pct_anosmia_ageusia_weighted,pct_eye_pain_weighted,pct_headache_weighted,pct_chills_weighted,pct_cmnty_sick_weighted,pct_ever_tested_weighted,pct_tested_recently_weighted,pct_worked_outside_home_weighted,pct_grocery_outside_home_weighted,pct_ate_outside_home_weighted,pct_spent_time_with_non_hh_weighted,pct_attended_public_event_weighted,pct_used_public_transit_weighted,pct_direct_contact_with_non_hh_weighted,pct__all_time_weighted,pct_wear_mask_most_time_weighted,pct_wear_mask_half_time_weighted,pct_wear_mask_some_time_weighted,pct_wear_mask_none_time_weighted,pct_no_public_weighted,driving,walking,transit,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,prev_cases,total_cases,new_cases_percentages
Kyrgyzstan,KGZ,6456900,32.96558916,5470.811536,87.4559029,68.22331999,96.50706696,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,74.53666667,66.36666667,69.09666667,50,4.56,9.52,2.773333333,29.51333333,18.15333333,15.07333333,11.23666667,3.54,5.223333333,4.54,9.256666667,23.05,4.896666667,10.86,13.47666667,2.056666667,45.60333333,66.83666667,28.3,49.78666667,23.81666667,30.51333333,53.45666667,35.34666667,24.21,13.82333333,4.906666667,7.853333333,7.18,,,,-14,-5,11,-13.66666667,-10.66666667,-2.666666667,2789,3151,2
Italy,ITA,60297396,205.4183722,44196.6931,99.44273388,95.03961456,98.77243267,96.20801357,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,55.56,64.58,62.85,75,0.39,4.666666667,1.85,13.81666667,9.396666667,9.716666667,3.023333333,1.566666667,1.973333333,0.706666667,3.583333333,10.90333333,1.056666667,2.506666667,12.94,0.533333333,21.79,67.54666667,47.41666667,64.39666667,10.27333333,8.613333333,49.75333333,65.7,21.32333333,4.21,1.383333333,0.446666667,1.78,130.2833333,84.92,59.42,-13,-6.666666667,57,-28.66666667,-27.66666667,4.666666667,238833,239706,1
Canada,CAN,37589262,4.075188239,51341.70517,99.43624408,98.86085405,99.28601285,82.31639797,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,64.35,70.83,70.14,75,1.193333333,9.47,3.346666667,18.29,17.85,16.37666667,6.18,2.873333333,4.343333333,1.353333333,4.053333333,15.09,2.696666667,4.89,18.94,4.036666667,31.31,64.01333333,38.61,53.30333333,10.66666667,9.143333333,45.06666667,58.99,20.45,5.683333333,3.613333333,2.733333333,2.416666667,164.7866667,171.06,60.08,-8.666666667,2.333333333,169.6666667,-31.66666667,-18.33333333,2.333333333,130493,131495,2
Bolivia,BOL,11513100,10.48014585,9086.060696,92.84873518,,60.71693757,22.93827129,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,89.81,72.62,80.56,25,8.54,19.87,9.306666667,21.01666667,30.5,19.90666667,23.8,13.12,9.416666667,9.75,19.38333333,34.51333333,12.81,33.01666667,10.89333333,6.556666667,31.76333333,66.71,8.4,29.67666667,5.586666667,22,34.72333333,67.01333333,10.02666667,2.1,2.233333333,0.726666667,12.28333333,,,,-63.66666667,-48.66666667,-55.66666667,-64.33333333,-49.66666667,28.33333333,42984,45565,3
Austria,AUT,8877067,107.1279669,59110.56256,100,98.90620097,99.97290961,96.74673828,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,31.48,50.6,44.44,87.5,0.82,9.893333333,4,29.41,13.19,12.70333333,5.273333333,2.783333333,4.223333333,1.11,3.95,14.57666667,1.053333333,6.263333333,18.60666667,3.82,32.43666667,66.83333333,49.51333333,61.06,13.25333333,17.17,60.39666667,24.05666667,36.97,22.98666667,6.636666667,2.596666667,1.396666667,168.4766667,146.01,,2,-1.666666667,112.3333333,-20.66666667,-34.66666667,3,23373,23875,2
Czech Republic,CZE,10669709,137.6577053,42575.61148,99.8802588,97.88131195,99.13409923,94.45913535,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,41.67,51.19,49.31,62.5,0.44,7.726666667,5.843333333,27.52333333,15.28666667,11.37,4.036666667,2.596666667,3.833333333,1.09,6.74,14.53333333,1.62,3.16,8.506666667,1.023333333,44.31333333,71.30333333,37.52,64.51666667,18.11333333,25.89333333,69.91,33.6,33.64333333,14.32,9.2,3.416666667,1.64,128.3933333,74.98333333,72.74333333,-3.666666667,7.333333333,2.666666667,-8.666666667,-15.66666667,5,9697,9824,1
Malaysia,MYS,31949777,95.96282149,29525.57736,96.69593891,93.32927846,99.57203616,88.63391199,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,69.44,73.21,72.92,75,0.93,6.683333333,2.153333333,13.45666667,9.456666667,11.56666667,4.866666667,2.443333333,2.286666667,1.07,3.686666667,10.96666667,3.443333333,5.366666667,7.326666667,0.873333333,33.41,53.18333333,30.37333333,24,4.393333333,2.69,20.73333333,60.86333333,15.75666667,4.243333333,1.37,0.796666667,10.35,90.89,60.24,,-48.66666667,-2.333333333,-40,-48.66666667,-31.66666667,20,6941,7009,0
New Zealand,NZL,4917000,18.38517337,43952.54843,100,100,100,88.67926037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,22.22,38.69,30.56,87.5,2.13,16.24333333,4.753333333,19.13,21.96666667,18.06333333,8.1,3.696666667,4.963333333,2.816666667,5.07,16.93666667,4.163333333,7.913333333,16.11,2.2,49.53,70.34666667,58.42,68.18,34.03333333,13.63333333,69.77,1.206666667,1.603333333,2.17,1.82,81.95666667,3.05,105.18,91.88333333,66.05666667,0.666666667,-3.666666667,-14.33333333,-23.66666667,0.333333333,3.666666667,1210,1212,0
Ukraine,UKR,44385155,77.0296708,13341.21052,93.79082011,92.00685673,96.22435599,68.45984576,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,88.89,79.76,86.81,37.5,1.59,10.34333333,3.726666667,27.40333333,16.72666667,13.00333333,5.86,4.196666667,3.456666667,1.596666667,7.423333333,19.71666667,3.01,3.833333333,2.37,0.36,32.05333333,70.82,6.943333333,43.61,7.5,12.11333333,50.04,63.26333333,13.34333333,6.403333333,3.126666667,1.266666667,8.206666667,89.07666667,61.77333333,,-38,-9,10.33333333,-36.33333333,-35,9,13184,14195,2
Libyan Arab Jamahiriya,LBY,6777452,3.795632381,15803.05638,98.52894737,,100,26.11147741,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,94.44,66.67,77.78,0,3.763333333,8.74,4.506666667,28.20666667,11.23333333,21.34,8.03,4.7,5.01,3.176666667,12.19,24.13333333,3.876666667,7.836666667,7.236666667,1.366666667,29.26,59.35,25.36333333,51.67333333,23.59,4.613333333,58.78333333,8.55,7.243333333,9.903333333,7.3,37.48666667,19.53666667,,,,-9.666666667,9.666666667,18,-30,-9,0.333333333,891,989,1
Dominican Republic,DOM,10738958,219.9785759,19182.40915,96.69022475,,83.89320632,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,77.77666667,67.26333333,74.30666667,25,4.96,13.98666667,6.453333333,18.07666667,16.15333333,20.04,10.44,6.43,7.516666667,6.956666667,9.896666667,23.32666667,6.076666667,26.39,20.31333333,6.786666667,35.96333333,54.26666667,21.98,44.07666667,12.03333333,19.24666667,44.49666667,74.36333333,6.046666667,1.213333333,0.483333333,0.74,8.94,,,,-36.33333333,-19.33333333,-34,-45.33333333,-33.33333333,14.66666667,88127,89867,3
Egypt,EGY,100388073,98.87346929,12250.78041,99.10573046,,94.19302188,60.74052792,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,62.96,66.67,65.28,75,4.066666667,12.34,7.493333333,36.59333333,18.73666667,25.05333333,14.67666667,9.433333333,9.296666667,5.646666667,14.18,29.44666667,5.07,27.14333333,11.17,3.353333333,34.59,59.33,34.12666667,48.50666667,26.26,36.10666667,59.61333333,20.28,20.56333333,14.26666667,11.48666667,14.48,10.92666667,137.6566667,128.1066667,,-20.66666667,15,20,-21.66666667,-18.66666667,6.333333333,96914,97148,0
Oman,OMN,4974986,15.6041454,29052.4974,91.93807842,90.27503841,99.99999868,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,87.96,84.52,88.19,62.5,2.04,7.443333333,3.673333333,16.73666667,10.74,15.63,7.803333333,5.38,2.063333333,1.733333333,8.67,20.90333333,0.396666667,20.61666667,9.2,3.136666667,40.18333333,56.93666667,30.98333333,31.19,1.713333333,3.303333333,28.38333333,65.84666667,14.95666667,3.276666667,1.333333333,0.406666667,9.043333333,,,,-34.33333333,-25,-38,-53.33333333,-27,14,22077,24524,3
Costa Rica,CRI,5047561,97.91306306,20434.40843,99.70151391,93.80279699,97.81836025,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,61.11,55.95,56.94,50,3.346666667,10.74,5.016666667,15.96666667,15.11666667,16.51666667,11.31666667,4.93,6.773333333,3.403333333,11.48666667,25.19666667,4.626666667,16.05666667,5.796666667,2.233333333,29.26666667,61.23333333,22.20666667,41.35333333,5.606666667,25.29666667,42.55333333,71.31,8.976666667,1.58,1.376666667,0.286666667,9.066666667,,,,-40.33333333,-20.66666667,-46,-49.33333333,-25,13.33333333,38485,39699,3
Colombia,COL,50339443,44.74870212,15643.73145,97.30010961,73.23342574,89.62535776,16.98648896,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,87.04,85.71,87.5,75,1.8,8.603333333,2.933333333,8.713333333,11.86666667,11.43666667,8.74,3.626666667,5.13,1.883333333,8.49,23.36666667,2.66,4.426666667,2.326666667,0.266666667,26.58,57.57333333,6.4,32.39666667,3.34,13.31666667,37.53333333,67.70666667,7.28,1.716666667,0.926666667,1.586666667,16.15666667,53.09,59.44,,-63.66666667,-40.33333333,-52.33333333,-62,-52.33333333,26,21175,23003,2
Israel,ISR,9053300,410.4805915,42193.82559,100.0000015,99.38180368,100.0000015,93.67255558,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,69.44,76.19,72.22,100,0.586666667,7.336666667,3.53,28.69333333,12.63333333,11.36333333,6.24,3.39,5.076666667,0.96,4.723333333,15.87333333,2.746666667,7.993333333,11.41666667,4.24,51.05,60.78,38.85666667,63.36666667,21.92666667,17.71666667,59.86,58.82666667,21.32666667,5.136666667,2.04,1.18,3.493333333,114.65,98.62,,-14.33333333,3.666666667,5.333333333,-12,-22.33333333,8,24441,26257,3
Uzbekistan,UZB,33580650,77.47085096,7288.765626,97.83345271,58.90380535,100,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,88.89,78.27,82.99,50,0.946666667,5.073333333,2.076666667,18.68666667,9.83,8.083333333,4.163333333,2.056666667,2.21,0.846666667,3.906666667,13.9,1.49,2.056666667,4.41,0.516666667,30.03333333,67.35666667,3.32,35.63666667,5.766666667,3.386666667,37.65,72.47666667,6.376666667,1.223333333,0.576666667,0.2,13.84,,,,,,,,,,2387,2509,0
Morocco,MAR,36471769,80.72851893,7826.167677,86.77851266,70.26643983,88.50364407,38.75015085,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,93.52,82.74,84.03,75,2.233333333,3.613333333,4.103333333,21.72333333,9.686666667,11.88333333,4.13,4.836666667,2.41,1.196666667,7.36,16.84333333,3.35,4.636666667,1.433333333,0.14,22.53,54.25,4.556666667,19.52333333,2.463333333,4.903333333,20.42333333,49.97333333,10.71,4.236666667,2.49,1.306666667,24.10666667,21.98,18.14333333,,-76,-48.66666667,-64.66666667,-68,-49.33333333,26,6652,6870,1
Israel,ISR,9053300,410.4805915,42193.82559,100.0000015,99.38180368,100.0000015,93.67255558,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,52.78,61.9,55.56,100,2.803333333,7.726666667,4.23,26.37666667,12.99333333,12.61,7.466666667,5.26,6.84,3.356666667,6.523333333,14.60333333,3.356666667,12.45333333,15.62333333,4.143333333,42.77333333,51.55666667,35.26,57.47,16.70333333,14.79,53.96666667,63.67,16.84,4.07,1.413333333,1.99,2.95,132.2166667,100.5366667,,-12,4.333333333,33,-21,-32.33333333,9.333333333,72283,74903,3
Indonesia,IDN,270625568,147.7521901,12301.7529,89.34401223,,73.12838737,,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,71.76,62.8,69.1,25,3.026666667,11.92,2.596666667,24.29666667,10.92333333,16.09,6.05,4.456666667,5.266666667,1.646666667,4.523333333,15.51,9.456666667,7.8,12.24666667,1.966666667,32.54666667,41.91666667,15.47,21.16333333,10.30333333,3.756666667,35.86666667,61.95333333,13.67666667,6.32,1.69,1.336666667,8.473333333,66.27333333,49.79333333,,-30.66666667,-8,-25.66666667,-51.33333333,-29.66666667,15,25773,26940,0
Bolivia,BOL,11513100,10.48014585,9086.060696,92.84873518,,60.71693757,22.93827129,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,81.48,67.26,74.31,25,9.56,16.15666667,10.23,23.63666667,26.58,22.72666667,21.98,12.84333333,10.69333333,9.733333333,20.46333333,33.14666667,11.07,35.35333333,25.06,10.03,38.6,68.85,15.97333333,40.27666667,11.32666667,34.17333333,46.09666667,68.34666667,12.88333333,1.546666667,1.626666667,1,6.923333333,,,,-52,-37.33333333,-45.33333333,-54,-30.33333333,18.66666667,117928,120241,3
South Africa,ZAF,58558270,47.63011978,12999.12026,92.67870194,,75.7470984,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,80.56,82.14,83.33,75,3.79,13.08666667,3.603333333,14.38666667,23.00666667,15.82333333,7.29,5.756666667,5.11,2.926666667,8.026666667,27.35666667,4.05,8,14.40333333,2.13,38.46333333,66.45666667,37.52666667,46.60333333,9.056666667,16.9,38.20333333,73.67,12.41,2.526666667,0.333333333,0.243333333,5.35,66.83,69.82666667,,-31.66666667,-7.666666667,-24.33333333,-49.66666667,-35,20.33333333,35812,40792,3
United Kingdom,GBR,66834405,274.7089819,48709.70114,100.0000015,99.98877925,99.11029548,97.75451456,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,66.20333333,68.75,63.54,100,1.07,8.8,4.536666667,21.99333333,18.95,20.39,6.58,3.776666667,4.88,1.613333333,5.83,18.29,1.78,2.816666667,15.13666667,3.653333333,28.97333333,60.82,29.68666667,53.15333333,6.306666667,10.5,42.23333333,33.76333333,24.17,18.39,8.726666667,4.413333333,4.13,132.9933333,118.9533333,68.52666667,-29.33333333,-10.66666667,104,-36,-36.66666667,9.333333333,301455,303181,2
Ukraine,UKR,44385155,77.0296708,13341.21052,93.79082011,92.00685673,96.22435599,68.45984576,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,37.96,47.02,48.61,37.5,1.703333333,7.346666667,3.89,34.32666667,12.48333333,13.14666667,5.91,3.02,4.556666667,1.766666667,6.153333333,16.94666667,1.523333333,5.46,6.61,2.473333333,41.14,78.49333333,29.84,59.24666667,19.06,35.37333333,64.85,46.54333333,21.73,11.79333333,6.37,2.996666667,4.003333333,171.6333333,153.7766667,,3,12.33333333,60,-5.333333333,-26.33333333,0.666666667,48500,49607,2
Kenya,KEN,52573973,90.29941666,4509.322442,58.91633339,,29.05111506,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,76.85,74.40666667,78.47,50,5.603333333,13.90333333,2.093333333,16.91666667,15.91333333,12.81333333,10.98666667,6.27,6.67,3.79,7.416666667,22.98333333,5.93,10.99,13.72,7.253333333,34.04333333,65.21333333,48.23333333,45.63666667,15.14333333,36.54,33.18666667,55.35,20.03666667,5.486666667,2.23,1.11,3.896666667,,,,-21,-8.333333333,-13.66666667,-13.66666667,-24.33333333,15.66666667,19125,20636,2
Mexico,MEX,127575529,64.91462641,20410.70657,99.31821889,42.8703099,91.18305556,50.40509924,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,70.83,57.74,67.36,0,3.303333333,10.04333333,4.413333333,21.72333333,16.4,17.4,14.65333333,5.963333333,7.613333333,5.45,10.78666667,16.47333333,12.29666667,23.50666667,4.383333333,1.006666667,29.99333333,63.05,14.25,37.04666667,6.636666667,22.40666667,44.12,64.73333333,13.32,2.75,1.953333333,2.24,10.15666667,78.33,68.14666667,37.59666667,-45.66666667,-14.33333333,-40,-51.33333333,-37,18.33333333,232538,245033,3
Colombia,COL,50339443,44.74870212,15643.73145,97.30010961,73.23342574,89.62535776,16.98648896,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,87.04,85.71,87.5,75,2.386666667,10.12666667,3.153333333,8.683333333,14.85666667,12.59,9.83,3.823333333,5.023333333,3.31,8.73,22.72,3.27,9.346666667,5.35,2.54,27.78333333,56.45,10.52333333,34.88666667,5.17,16.35666667,39.13,69.81,6.766666667,0.94,0.823333333,1.286666667,14.14333333,73.26,76.81666667,,-58.66666667,-35.66666667,-49.33333333,-54,-32,20.33333333,84442,91769,3
Kyrgyzstan,KGZ,6456900,32.96558916,5470.811536,87.4559029,68.22331999,96.50706696,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,76.39,69.94,73.26,50,10.80333333,21.48,12.8,40.71,21.95,21.77666667,16.41666667,15.91333333,10.43333333,15.58333333,14.14,30.81666667,10.26,49.81666667,16.87666667,6.783333333,34.10333333,56.94666667,12.3,37.6,9.213333333,16.41333333,45.02666667,50.27666667,18.08333333,4.7,3.586666667,1.393333333,9.273333333,,,,-34,-20.66666667,-4,-31,-40.33333333,5,29359,31247,3
El Salvador,SLV,6453553,309.8814672,9139.706334,97.38837497,,87.43356667,,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,94.44,82.74,85.42,66.66666667,1.936666667,8.836666667,3.45,10.49333333,12.78333333,13.16,12.01333333,5.02,6.32,1.933333333,8.626666667,23.59333333,0,7.75,2.753333333,0.453333333,19.35,52.40333333,3.203333333,19.37,2.76,18.67333333,26.88,62.05666667,5.2,0.98,0.486666667,0.323333333,24.46333333,,,,-63.33333333,-39.66666667,-58.33333333,-62,-58.33333333,29.66666667,555,587,1
Hong Kong,HKG,7507400,7096.190476,62375.11937,100,100,96.43622449,91.77344928,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,63.89,69.05,63.89,100,0.303333333,6.386666667,1.593333333,20.68666667,10.36,7.143333333,4.456666667,1.776666667,1.49,0.413333333,3.723333333,8.526666667,2.336666667,7.293333333,3.86,0.17,30.20333333,71.11666667,70.1,38.97,12.20666667,69.24,32.85333333,73.67666667,15.14333333,1.11,0.72,0.783333333,1.746666667,65.30666667,53.96666667,,-17.66666667,0.666666667,-18.33333333,-22.66666667,-10.66666667,10.33333333,1065,1065,0
Vietnam,VNM,96462106,308.1252459,8374.444328,94.71880561,,83.51504947,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,74.54,68.15,71.18,50,0.466666667,5.493333333,1.246666667,13.11666667,7.963333333,11.73666667,3.996666667,1.55,1.21,0.523333333,4.303333333,8.95,1.456666667,3.69,6.71,3.35,49.93,53.30666667,31.48,28.88,20.26666667,12.32333333,44.48333333,53.74666667,18.50666667,7.24,2.003333333,1.206666667,6.653333333,104.22,113.4233333,,-12.33333333,5,-18.33333333,-16.33333333,-4.333333333,6,1046,1049,0
Azerbaijan,AZE,10023318,120.2343172,15000.8165,91.38573994,73.56433145,92.51144535,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,85.19,73.81,77.78,50,1.173333333,5.14,4.866666667,19.75,9.946666667,13.51666667,6.373333333,6.173333333,4.573333333,0.996666667,9.073333333,19.85666667,3.156666667,6.7,5.666666667,0.826666667,30.83666667,63.07666667,5.713333333,37.71666667,9.78,21.80666667,40.63333333,33.63,15.39666667,12.55333333,4.64,9.2,16.64,,,,,,,,,,2422,2589,1
Algeria,DZA,43053054,17.73007507,11820.08768,93.55588814,,87.58657093,17.68747717,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,79.63,73.21,77.08,50,7.393333333,10.77666667,3.936666667,31.71666667,12.82,16.21333333,11.24,8.73,6.416666667,5.956666667,8.943333333,19.58,5.476666667,25.04,15.37666667,6.113333333,33.91333333,64.13666667,34.41333333,42.61333333,12.97666667,17.03333333,47.51666667,26.86,21.45,14.12666667,10.40333333,4.05,8.873333333,,,,,,,,,,41068,41858,1
Afghanistan,AFG,38041754,56.93776001,2293.551684,67.06462342,,43.41761001,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,78.7,61.9,72.22,0,17.49,19.04333333,16.04333333,28.20666667,18.31666667,25.20666667,19.57666667,15.65666667,13.45,15.20333333,19.34666667,23.97666667,11.68666667,45.19666667,24.41333333,12.64,51.19,58.23666667,35.31,41.61,39.36333333,33.22,51.38333333,23.34666667,12.14333333,13.76333333,5.65,15.04666667,8.193333333,,,,-4.666666667,22.33333333,1.333333333,-9.666666667,-4.666666667,3.666666667,35928,36157,1
Belgium,BEL,11484055,377.3795905,54545.15088,100.0000033,99.52318898,99.4860602,97.10018224,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,75,76.19,74.31,87.5,0.766666667,13.21333333,5.01,31.09666667,24.25666667,18.88333333,6.82,4.743333333,4.636666667,2.19,5.813333333,17.16333333,2.873333333,5.636666667,8.02,2,31.18333333,53.87666667,8.553333333,48.61333333,1.796666667,7.57,36.73333333,26.20666667,22.63,17.20666667,11.49666667,12.09333333,5.286666667,96.12333333,87.79666667,55.02666667,-30,-6.666666667,39,-39,-40,14.33333333,57820,58336,2
Slovakia,SVK,5454073,113.2855865,34177.95276,99.78773411,99.78773411,97.93813039,82.51972016,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,73.15,74.4,72.22,87.5,0.136666667,8.706666667,3.636666667,20.16333333,17.87333333,7.043333333,4.186666667,2.343333333,0.533333333,1.013333333,7.246666667,15.40333333,0,1.793333333,2.04,0.17,21.91666667,67.46,5.956666667,50.65333333,2.38,11.18,44.25333333,82.36666667,9.153333333,0.383333333,0.403333333,0,4.476666667,70.21666667,62.38666667,50.17,-74.33333333,-57.66666667,22,-57.33333333,-41,14.33333333,1396,1407,0
Libyan Arab Jamahiriya,LBY,6777452,3.795632381,15803.05638,98.52894737,,100,26.11147741,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,96.3,67.86,79.17,0,2.8,7.576666667,4.016666667,25.84333333,11.69666667,17.40666667,10.77666667,4.46,5.793333333,3.53,8.643333333,19.55,3.08,6.483333333,4.993333333,0.47,29.19,61.1,19.54333333,51.44,22.58333333,3.35,60.54666667,8.21,8.973333333,6.91,7.243333333,37.61666667,23,,,,-11,13.66666667,11.33333333,-31.33333333,-7.666666667,7.333333333,270,378,1
Kuwait,KWT,4207083,232.1723906,51912.01213,100,100,100,100,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,81.48,75,81.25,37.5,0.393333333,4.13,1.383333333,13.27,7.556666667,16.17666667,4.75,2.79,2.926666667,1.506666667,9.223333333,15.82666667,2.943333333,15.33666667,13.95,4.856666667,44.57666667,46.63,21.64,34.76,4.676666667,5.1,33.29666667,57.37666667,15.06333333,3.66,2.546666667,0.136666667,9.413333333,,,,-41,-28,-41.33333333,-44.66666667,-31.33333333,19,56174,57668,3
