country_name,country_code,pop_total,pop_density,GDP,basic_water,safe_water,basic_san,safe_san,C1_School closing_1,C1_School closing_2,C1_School closing_3,C2_Workplace closing_1,C2_Workplace closing_2,C2_Workplace closing_3,C3_Cancel public events_1,C3_Cancel public events_2,C4_Restrictions on gatherings_1,C4_Restrictions on gatherings_2,C4_Restrictions on gatherings_3,C4_Restrictions on gatherings_4,C5_Close public transport_1,C5_Close public transport_2,C6_Stay at home requirements_1,C6_Stay at home requirements_2,C6_Stay at home requirements_3,C7_Restrictions on internal movement_1,C7_Restrictions on internal movement_2,C8_International travel controls_1,C8_International travel controls_2,C8_International travel controls_3,C8_International travel controls_4,E1_Income support_1,E1_Income support_2,E2_Debt/contract relief_1,E2_Debt/contract relief_2,H1_Public information campaigns_1,H1_Public information campaigns_2,H2_Testing policy_1,H2_Testing policy_2,H2_Testing policy_3,H3_Contact tracing_1,H3_Contact tracing_2,H6_Facial Coverings_1,H6_Facial Coverings_2,H6_Facial Coverings_3,H6_Facial Coverings_4,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,pct_fever_weighted,pct_cough_weighted,pct_difficulty_breathing_weighted,pct_fatigue_weighted,pct_stuffy_runny_nose_weighted,pct_aches_muscle_pain_weighted,pct_sore_throat_weighted,pct_chest_pain_weighted,pct_nausea_weighted,pct_anosmia_ageusia_weighted,pct_eye_pain_weighted,pct_headache_weighted,pct_chills_weighted,pct_cmnty_sick_weighted,pct_ever_tested_weighted,pct_tested_recently_weighted,pct_worked_outside_home_weighted,pct_grocery_outside_home_weighted,pct_ate_outside_home_weighted,pct_spent_time_with_non_hh_weighted,pct_attended_public_event_weighted,pct_used_public_transit_weighted,pct_direct_contact_with_non_hh_weighted,pct__all_time_weighted,pct_wear_mask_most_time_weighted,pct_wear_mask_half_time_weighted,pct_wear_mask_some_time_weighted,pct_wear_mask_none_time_weighted,pct_no_public_weighted,driving,walking,transit,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,prev_cases,total_cases,new_cases_percentages
Albania,ALB,2854191,104.6122628,14495.07851,91.03922767,70.02314984,97.71836838,39.85545028,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,59.26,63.69,61.81,75,3.23,9.73,5.423333333,21.95333333,10.59333333,14.02666667,10.08666667,4.116666667,8.326666667,4.713333333,9.766666667,20.51333333,3.386666667,25.60333333,7.103333333,3.726666667,30.86333333,65.08666667,53.92,39.15,13.88,16.05333333,45.25,19.40333333,19.95333333,15.43,15,9.286666667,8.976666667,171.8666667,130.5033333,,,,,,,,4763,4997,3
Belgium,BEL,11484055,377.3795905,54545.15088,100.0000033,99.52318898,99.4860602,97.10018224,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,79.62666667,75.59666667,73.61333333,87.5,0.646666667,14.50666667,5.893333333,28.62666667,26.3,18.24,7.72,4.966666667,4.056666667,1.843333333,6.413333333,19.38,0,12.14666667,6.106666667,1.23,25.84333333,50.58333333,3.22,28.62666667,0.696666667,4.636666667,24.04666667,19.25,12.33333333,9.253333333,8.77,34.76333333,11.81666667,64.14666667,66.04333333,33.75,-56.66666667,-18,11.33333333,-57.33333333,-52.33333333,20.33333333,51188,52404,3
Yemen,YEM,29161922,53.97785291,3688.519849,63.47347434,,59.05300312,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.33,37.5,43.75,0,5.196666667,11.42,7.066666667,33.48666667,14.58666667,22.55333333,13.21,5.153333333,10.05333333,7.473333333,13.86333333,26.21,5.2,32.62,11.31333333,7.113333333,39.86666667,68.36666667,42.64666667,48.76666667,29.38666667,43.31333333,54.84333333,13.88666667,13.69333333,9.533333333,8.513333333,27.34,17.16333333,,,,-3.666666667,10.33333333,-6.333333333,3.333333333,-1,5,1190,1240,0
Ireland,IRL,4941444,70.65344753,88240.90103,97.39454461,97.32282428,91.24518131,82.41360394,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,38.89,54.76,47.22,100,1.073333333,7.393333333,3.723333333,17.86,16.58,15.3,5.803333333,2.996666667,3.59,1.22,3.88,13.16333333,1.946666667,3.236666667,10.68,2.61,31.44,67.81333333,33.3,52.58,10.10666667,8.21,45.05333333,30.71,28.10333333,16.63666667,8.77,7.456666667,2.396666667,138.74,83.89,59.07333333,-18.66666667,0.666666667,82.33333333,-34.66666667,-42.33333333,11.66666667,25766,25819,1
Greece,GRC,10716322,83.26518231,31399.41567,100,100,98.98319078,90.39114625,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,46.3,56.55,55.56,62.5,1.05,4.433333333,2.486666667,13.77666667,6.223333333,7.356666667,3.893333333,1.433333333,2.27,1.093333333,2.733333333,10.15,0.92,3.73,8.486666667,3.253333333,27.56333333,73.96,53.46333333,60.42333333,21.17666667,15.90666667,62.18666667,16.26666667,19.44333333,11.58,14.26333333,22.62666667,10.77333333,144.1066667,109.43,,-4.333333333,19.33333333,112,-5,-5.666666667,-2.666666667,3458,3511,1
Kuwait,KWT,4207083,232.1723906,51912.01213,100,100,100,100,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,100,86.9,95.14,37.5,2.513333333,6.99,3.293333333,10.64333333,12.33,13.37333333,8.043333333,4.15,3.453333333,3.896666667,6.7,15.24666667,3.253333333,13.79,10.17,1.646666667,11.71666667,22.73,4.563333333,12.40333333,1.77,1.093333333,14.03,44.17333333,11.08333333,2.633333333,1.75,0.93,32.43333333,,,,-86.33333333,-73,-75.66666667,-77.66666667,-78,43,15691,17568,3
Cameroon,CMR,25876380,53.34398891,3804.071711,60.38486395,,39.07555016,,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,60.19,57.74,61.11,37.5,6.18,9.253333333,0.376666667,26.10333333,14.36333333,17.50333333,6.376666667,5.79,4.623333333,3.843333333,4.043333333,23.70333333,9.086666667,12.66,20.72333333,8.293333333,52.30333333,53.97666667,39.68666667,56.48333333,27.30333333,55.30666667,54.70666667,37.83333333,31.65666667,9.713333333,6.453333333,0.573333333,5.443333333,,,,-6.666666667,-5,-19.33333333,-1.666666667,-4,5,12592,12592,0
Romania,ROU,19356544,84.63380129,32297.30337,100,81.9158095,84.30992434,76.54068847,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,42.59,48.21,41.67,87.5,0.846666667,6.356666667,3.726666667,19.59666667,10.65,6.923333333,5.453333333,2.356666667,2.52,1.043333333,3.526666667,10.48333333,1.283333333,5.996666667,10.09,4.366666667,41.71333333,76.72,35.03333333,54.21666667,11.85333333,20.35333333,53.13,55.05666667,23.13666667,7.35,2.38,0.99,3.87,154.1033333,123.8866667,,-12.33333333,-1.333333333,36.33333333,-20,-19,-0.666666667,48235,50886,3
Myanmar,MMR,54045420,82.23861548,5355.27019,81.77404853,,64.33268404,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,85.49333333,65.08333333,73.84666667,12.5,3.49,10.47666667,4.32,8.406666667,6.14,12.03666667,8.136666667,3.683333333,6.223333333,3.596666667,8.456666667,11.35,0,22.23666667,11.22333333,2.38,25.78666667,37.4,9.506666667,17.40333333,4.536666667,5.793333333,18.89666667,40.02666667,19.66666667,6.096666667,0.79,1.41,14.63,,,,-58,-42,-23.33333333,-53.66666667,-32.33333333,18.33333333,151,151,0
Czech Republic,CZE,10669709,137.6577053,42575.61148,99.8802588,97.88131195,99.13409923,94.45913535,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,41.67,51.19,49.31,62.5,0.693333333,6.56,6.376666667,28.32,15.58333333,11.37666667,4.763333333,3.343333333,4.133333333,1.14,6.426666667,15.06666667,1.303333333,3.736666667,8.696666667,0.793333333,39.76333333,73.27,41.81666667,63.84,20.04333333,26.06666667,69.74,31.42666667,33.27333333,15.49,10.14666667,3.7,1.973333333,145.7833333,80.90666667,75.85666667,-8,6,0.666666667,-10.66666667,-11,2.666666667,10162,10406,2
Kenya,KEN,52573973,90.29941666,4509.322442,58.91633339,,29.05111506,,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,88.89,82.14,87.5,50,4.006666667,10.58666667,1.836666667,15.52333333,12.60333333,12.93333333,8.016666667,4.473333333,4.576666667,2.743333333,6.576666667,19.54333333,4.296666667,5.26,10.27,1.15,29.51,59.80333333,38.29,39.37,8.753333333,29.04,31.42333333,60.42333333,19.11,4.14,1.916666667,0.8,6.866666667,,,,-34.66666667,-26,-22.66666667,-32,-26.33333333,19.33333333,1888,2021,0
Pakistan,PAK,216565318,275.2893187,4884.88139,91.46545073,35.31434653,59.86949503,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,82.41,72.02,71.53,75,5.49,11.27333333,4.043333333,16.47,12.27333333,17.78666667,10.74,4.14,4.33,4.85,9.446666667,19.13333333,3.38,28.38,9.09,1.86,32.1,50.88333333,14.70333333,44.67333333,20.39,6.38,48.58,32.49333333,21.61666667,10.47333333,4.88,8.03,11.93333333,,,,-39,-34.33333333,-7.333333333,-30.33333333,-64.66666667,14.66666667,56349,59151,1
Norway,NOR,5347896,14.54829163,66831.86883,100.0000046,98.34297535,98.0543915,76.31749323,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,37.04,48.21,41.67,87.5,1.686666667,12.63,3.303333333,12.26333333,24.66,17.81333333,9.14,3.29,5.586666667,2.233333333,5.44,18.35666667,5.993333333,6.166666667,9.066666667,1.346666667,23.27333333,76.79333333,47.93,64.18666667,9.913333333,16.56666667,56.32666667,1.126666667,0.776666667,1.26,2.97,82.24666667,7.3,266.09,176.4666667,105.7633333,5.666666667,6.666666667,185.6666667,-14.33333333,-35.66666667,1.666666667,8947,8965,0
Egypt,EGY,100388073,98.87346929,12250.78041,99.10573046,,94.19302188,60.74052792,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,62.96,66.67,65.28,75,3.82,10.34666667,8.133333333,37.87333333,15.73,23.96666667,13.68333333,9.096666667,8.12,5.393333333,14.79666667,28.46333333,3.836666667,27.32,10.99333333,3.94,35.55666667,60.58,34.00333333,50.83333333,24.67666667,36.11666667,59.57,21.30333333,21.27666667,12.86333333,11.81666667,11.71333333,11.12666667,138.7033333,125.5466667,,-18,17.33333333,9,-15.66666667,-14.33333333,4.666666667,95147,95492,0
Albania,ALB,2854191,104.6122628,14495.07851,91.03922767,70.02314984,97.71836838,39.85545028,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,67.59,63.69,61.81,75,7.276666667,9.456666667,7.97,21.86666667,11.76,19.48666667,10.61,9.4,8.43,5.65,10.48,20.73,6.753333333,20.86333333,6.893333333,3.266666667,33.07666667,66.25666667,50.49666667,49.41,15.48666667,5.703333333,58.19,13.25,12.45666667,13.03666667,16.42666667,24.15666667,7.553333333,102.51,85.53,,,,,,,,1212,1246,1
Kuwait,KWT,4207083,232.1723906,51912.01213,100,100,100,100,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,83.95,76.58666667,83.10333333,37.5,1.716666667,5.71,2.73,14.19,8.67,11.88666667,6.98,4.786666667,3.08,3.223333333,9.516666667,17.57,4.546666667,18.42666667,12.91666667,6.35,34.91,44.42,18.48333333,26.37666667,5.693333333,2.37,25.00666667,46.96,16.91333333,3.84,2.44,0.7,20.09333333,,,,-42.33333333,-29.66666667,-39.33333333,-44,-42.66666667,22.66666667,45524,46940,3
Honduras,HND,9746117,85.68703191,5965.368819,94.82710944,,81.25126294,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,96.3,85.71,85.42,87.5,4.33,7.993333333,2.916666667,13.6,14.83,14.08666667,11.71333333,4.516666667,5.73,4.42,9.77,23.93,4.89,14.04,7.593333333,1.666666667,27.42,44.09333333,8.213333333,34.96333333,6.606666667,2.12,36.38,61.53,9.323333333,3.04,1.79,1.323333333,18.34,,,,-69.66666667,-56,-52,-73.33333333,-40,20,7669,8455,3
Saudi Arabia,SAU,34268528,15.67665431,48908.48238,100,,100,77.75213927,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,91.67,81.55,84.72,62.5,1.886666667,5.786666667,2.963333333,17.38,12.30333333,14.34,6.213333333,2.41,4.083333333,3.506666667,5.866666667,17.7,0,10.42333333,10.03666667,1.113333333,27.94333333,55.92333333,14.30333333,22.12,3.183333333,3.323333333,24.15333333,31.40333333,13.47,7.923333333,4.34,9.99,23.42333333,46.63333333,53.89666667,,-60.66666667,-34,-66,-79.66666667,-40.33333333,22.33333333,22753,25459,3
Bangladesh,BGD,163046161,1239.579312,4950.743581,97.01600557,55.44122639,48.23324272,,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,80.09,74.11,78.13,50,10.58333333,18.89666667,7.086666667,16.68666667,13.75666667,20.62333333,9.75,9.12,6.643333333,8.476666667,13.14333333,22.96,9.826666667,35.46666667,14.75666667,6.82,49.97666667,48.03666667,28.15,36.55333333,26.31,27.09666667,37.64333333,43.95666667,22.39666667,7.943333333,4.036666667,2.866666667,4.933333333,,,,-18,-1.666666667,-6.333333333,-17,-10.66666667,9.333333333,312996,317528,2
Singapore,SGP,5703569,7952.998418,101375.7753,100,100,100,100,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,53.7,67.86,62.5,100,0.666666667,5.946666667,1.786666667,11.30333333,10.28666667,13.59333333,4.98,1.103333333,1.426666667,0.236666667,2.89,5.55,6.736666667,3.38,8.303333333,0.776666667,37.73,56.93333333,47.10333333,36.55666667,4.13,41.83,29.07333333,80.27,6.413333333,1.566666667,2.78E-16,0.2,4.996666667,70.98333333,47.71333333,41.30333333,-36,-7,-44.33333333,-41,-25.66666667,22,41615,42095,3
Nepal,NPL,28608710,195.9391071,3558.399828,88.81224952,27.24335289,62.05359545,,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,84.26,79.46,84.38,50,2.62,7.996666667,3.363333333,10.34666667,8.776666667,14.64666667,8.783333333,4.576666667,3.306666667,3.126666667,7.623333333,15.23,3.746666667,11.8,10.13333333,4.103333333,33.71,46.66666667,18.33666667,24.27666667,11.13333333,8.816666667,24.75666667,48.81666667,24.20666667,4.556666667,1.15,1.223333333,10.01666667,,,,-36,-22.66666667,-25.66666667,-36,-21,12.33333333,22214,22972,2
Egypt,EGY,100388073,98.87346929,12250.78041,99.10573046,,94.19302188,60.74052792,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,71.3,72.02,71.53,75,2.78,10.95333333,7.1,35.50333333,16.04,23.54333333,13.1,9.716666667,6.153333333,6.103333333,13.73666667,9.443333333,20.92666667,35.62333333,6.56,2.07,31.47333333,56.14333333,13.01666667,39.27,12.02666667,27.37666667,48.13,37.64,19.18666667,8.57,5.853333333,5.296666667,15.2,73.89,67.60333333,,-46,-0.333333333,-28,-40,-23.33333333,12,53758,56809,2
"Korea, Republic of (South Korea)",KOR,51709098,529.3585013,43028.89635,99.787655,98.21386113,100,99.90430877,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,48.61,52.68,53.12,50,1.023333333,8.71,0.823333333,29.4,13.38666667,9.763333333,3.17,2.613333333,3.373333333,0.566666667,4.76,9.786666667,1.406666667,1.94,6.5,1.323333333,53.14333333,58.40666667,58.69666667,41.89333333,20.58333333,30.32333333,41.37,72.96333333,13.49,1.833333333,1.106666667,0.136666667,2.266666667,,,,-5,10.33333333,33.66666667,-9.666666667,-5.333333333,2.333333333,13711,13771,0
Afghanistan,AFG,38041754,56.93776001,2293.551684,67.06462342,,43.41761001,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,78.7,61.9,72.22,0,21.43333333,26.40666667,17.99,31.37,21.48333333,27.75,24.28,18.28,15.21666667,23.33666667,24.35,11.53,27.44666667,65.68,24.82333333,7.833333333,46.66,53.13,24.30333333,41.70666667,31.77333333,26.61666667,50.52333333,34.49333333,17.99666667,6.82,4.49,7.503333333,7.973333333,,,,,,,,,,28424,29143,1
"Palestinian Territory, Occupied",PSE,4685306,758.9845515,5795.231559,96.82689624,,96.93900691,61.2431592,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,83.33,66.67,69.44,50,3.003333333,7.916666667,7.883333333,30.18,15.83333333,18.12333333,9.646666667,8.076666667,6.226666667,3.53,10.81333333,25.08,5.176666667,19.02333333,11.96666667,5.516666667,34.95,62.92,36.46,49.91333333,28.2,35.42666667,52.46333333,18.89,12.35333333,9.143333333,9.216666667,27.19333333,11.81666667,,,,,,,,,,10520,11280,3
Uruguay,URY,3461734,19.70802765,22454.65794,99.4023635,,96.59619234,,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,61.11,54.17,52.78,62.5,0.913333333,8.746666667,4.943333333,9.44,12.76,16.36333333,8.723333333,4.466666667,3.423333333,1.83,8.333333333,21.96666667,0,6.253333333,1.473333333,0.79,28.93,66.78333333,4.873333333,33.47,1.663333333,12.57333333,46.35333333,53.22333333,17.74,4.356666667,1.923333333,3,16.29666667,37.01,25.21666667,,-63.33333333,-41.33333333,-66.66666667,-62,-40.66666667,19.33333333,643,652,0
Italy,ITA,60297396,205.4183722,44196.6931,99.44273388,95.03961456,98.77243267,96.20801357,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,55.56,64.58,62.85,75,0.283333333,5.156666667,2.06,12.72666667,10.13333333,9.983333333,3.063333333,1.8,2.563333333,0.636666667,4.02,11.34333333,1.633333333,2.61,12.51333333,0.696666667,21.56666667,65.81666667,44.91333333,63.9,8.706666667,8.03,49.28333333,69.99666667,19.21333333,3.043333333,0.836666667,0.336666667,1.76,99.65666667,65.00666667,48.62333333,-17,-9.333333333,23.33333333,-34.66666667,-28,7.666666667,236989,237500,1
South Africa,ZAF,58558270,47.63011978,12999.12026,92.67870194,,75.7470984,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,76.85,79.76,80.56,75,5.46,15.25666667,3.806666667,13.47666667,26.16333333,15.6,8.793333333,6.226666667,6.9,3.783333333,7.416666667,24.57333333,7.766666667,9.97,15.43666667,2.41,36.20666667,63.71666667,36.21,47.75666667,9.49,15.38666667,40.10666667,72.29333333,12.45,3.47,0.883333333,0.23,5.363333333,59.68666667,59.58666667,,-35.33333333,-18,-20.66666667,-56.33333333,-47.33333333,23,70038,76334,3
Algeria,DZA,43053054,17.73007507,11820.08768,93.55588814,,87.58657093,17.68747717,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,79.63,73.21,77.08,50,7.33,9.62,8.293333333,36.28,17.35,19.91333333,12.86666667,10.29333333,5.72,9.01,9.89,24.24666667,8.133333333,29.89333333,12.55,5.003333333,30.53,57.03666667,26.67,41.5,14.04666667,12.09333333,41.22,30.64,23.39666667,12.10666667,6.38,5.686666667,9.583333333,,,,,,,,,,39847,40667,1
Pakistan,PAK,216565318,275.2893187,4884.88139,91.46545073,35.31434653,59.86949503,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,83.02666667,72.42,76.16,50,5.003333333,10.92666667,4.003333333,15.85333333,11.4,16.59333333,9.943333333,4.506666667,4.16,4.016666667,9.353333333,18.34333333,4.116666667,18.05,7.75,1.933333333,34.30333333,48.00666667,10.71,30.58333333,12.83666667,5.25,35.32666667,35.69666667,19.25666667,8.583333333,3.96,6.72,15.95,,,,-43,-26.33333333,-23.66666667,-40,-24.33333333,14.33333333,38799,42125,1
Ghana,GHA,30417856,130.8214292,5636.95391,81.45338968,36.41161276,18.47216562,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,44.44,50,58.33,0,7.966666667,9.78,4.173333333,21.27666667,13.13,20.44666667,6.786666667,6.663333333,5.903333333,5.26,7.27,28.54333333,5.576666667,4.82,13.26666667,3.99,45.19333333,52.94,27.72,44.16333333,38.66,43.02333333,43.66,37.99666667,28.23666667,11.93666667,2.56,2.89,4.073333333,,,,1.333333333,14.66666667,-1.666666667,1.666666667,-12.66666667,8.333333333,44298,44658,1
Vietnam,VNM,96462106,308.1252459,8374.444328,94.71880561,,83.51504947,,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,51.85,54.76,59.72,25,0.99,7.11,1.31,16.04666667,10.53666667,12.04666667,5.793333333,1.793333333,2.053333333,1.2,4.333333333,8.016666667,2.386666667,4.543333333,8.95,3.703333333,59.67,59.03666667,42.88,36.88,30.33666667,20.83666667,56.29666667,31.96666667,17.51,13.65333333,5.953333333,10.51666667,7.9,128.3166667,132.8966667,,-5.666666667,8.666666667,-14.33333333,-1,2.333333333,3,369,370,0
Portugal,PRT,10269417,112.2619412,36470.70677,99.90766021,95.31190784,99.60892314,84.70744585,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,71.3,67.26,70.14,50,0.376666667,6.19,2.36,14.22666667,11.44,9.083333333,3.626666667,1.953333333,2.486666667,1.623333333,5.066666667,12.18666667,1.793333333,4.236666667,8.5,0.64,24.22666667,66.72,39.39333333,50.42666667,4.413333333,5.886666667,46.02333333,61.15,20.66666667,6.36,3.316666667,0.713333333,4.393333333,70.19666667,35.74,,-35.33333333,-14,1.666666667,-47.66666667,-24.66666667,13,32203,32700,2
Jordan,JOR,10101694,112.1424983,10316.60909,98.93722265,93.81834359,97.33975414,80.55492485,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,48.15,44.64,45.83,37.5,1.383333333,4.84,3.91,25.75,7.496666667,19.24,6.08,5.87,3.796666667,3.286666667,10.68333333,20.37,2.083333333,2.843333333,12.12666667,4.533333333,31.10666667,67.19,41.97333333,48.69333333,17.15333333,23.57,50.19333333,22.65666667,23.34333333,12.17666667,11.47333333,8.27,14.31666667,,,,-7,4,20,-60.66666667,-11,2.666666667,1169,1173,0
Portugal,PRT,10269417,112.2619412,36470.70677,99.90766021,95.31190784,99.60892314,84.70744585,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,70.37333333,66.66666667,69.44666667,50,0.31,6.043333333,2.476666667,14.29333333,10.82,8.593333333,3.573333333,1.813333333,2.13,1.616666667,5.013333333,13.19666667,2.106666667,4.416666667,8.3,0.656666667,29.52666667,66.35,40.65666667,50.78333333,3.67,6.903333333,45.53,61.91,20.97,5.793333333,3.196666667,0.526666667,3.67,74.40666667,41.27666667,,-32,-11,7.666666667,-45.33333333,-33.66666667,16.33333333,32895,33592,2
Thailand,THA,69625582,135.8972068,19228.29468,99.93071158,,98.75073461,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,73.76666667,78.07666667,74.42333333,100,0.686666667,6.336666667,1.92,10.99,7.586666667,14.04666667,3.37,1.636666667,1.863333333,0.623333333,5.863333333,8.736666667,0.8,4.646666667,6.19,0.456666667,42.96333333,61.99333333,23.02333333,28.27,11.28,5.55,17.96666667,67.85,16.65666667,2.67,0.34,0.206666667,7.49,66.09333333,37.47,,-32.66666667,-0.666666667,-38.33333333,-42.66666667,-14.66666667,11.33333333,3025,3028,0
Chile,CHL,18952038,25.18944607,25154.99282,99.8327912,98.63916973,100.0000014,77.46482309,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,78.24,71.13,76.74,37.5,1.51,13.95666667,4.406666667,11.51333333,23.06333333,16.68,12.57666667,5.766666667,5.566666667,3.086666667,11.57666667,30.13666667,5.106666667,11.58333333,4.65,1.236666667,27.31333333,53.74333333,3.396666667,32.36666667,2.41,18.41666667,38.63333333,76.50333333,6.346666667,0.676666667,0.6,0.22,11.38333333,30.16666667,21.95333333,,-68.66666667,-47.33333333,-68.66666667,-67.33333333,-41,25,39542,43781,3
"Tanzania, United Republic of",TZA,58005463,63.5790788,2770.681172,56.72645032,,29.91343902,25.37887822,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25,22.32,26.04,0,10.21333333,14.99,5.13,15.04666667,10.83,13.53666667,10.86,9.076666667,7.63,3.223333333,9.336666667,17.82333333,6.5,12.78333333,22.77333333,11.23333333,55.58333333,55.99333333,58.34666667,52.07666667,39.04666667,45.85,50.27,18.89,14.59333333,16.55333333,14.75333333,15.97333333,4.466666667,,,,-2,7.666666667,-5,-4,-8.333333333,1.666666667,509,509,0
